Grocery Stores,Food Outlets,Tourist Destinations,Hotels,Educational Institutions,Hospitals,Airports,Residential Housing Density,Commercial Housing Density,Fuel Stations & Car Wash,Apparels,Height Restrictor,Border Zone,Public Transportation,latitude,longitude,radius_miles
0,2,0,0,1,0,2,1,0,0,0,0,0,0,42.5916428,-83.4816712,1
0,7,0,0,0,0,0,0,1,0,0,0,0,0,42.6534273,-83.3865026,1
0,2,1,0,1,0,0,0,1,0,0,0,0,0,42.5508029,-83.4597005,1
0,3,0,0,0,0,6,0,3,0,0,0,0,0,42.6307838,-82.8596946,1
0,6,0,0,0,0,0,6,14,0,0,0,0,0,42.3574614,-83.2741332,1
0,0,0,0,0,0,0,4,0,0,0,0,0,0,42.5540373,-82.8535032,1
0,1,0,0,0,0,0,0,4,0,0,0,0,0,42.6858222,-82.9589197,1
0,0,0,0,0,0,0,29,0,0,0,0,0,0,42.7137221,-83.054557,1
0,6,0,0,0,0,0,0,3,0,0,0,0,0,42.5763166,-83.440802,1
0,2,0,0,0,0,0,0,0,0,0,0,0,0,42.6685055,-83.0625114,1
0,1,0,0,0,0,0,153,0,0,0,0,0,0,42.6571694,-82.9750588,1
0,1,0,0,0,0,0,0,3,0,0,0,0,0,42.6835747,-83.0667844,1
0,4,0,0,0,0,0,0,5,0,0,0,0,0,42.5530072,-82.9508599,1
0,0,0,0,0,0,0,24,0,0,0,0,0,0,42.6538275,-83.0918735,1
0,1,0,0,0,0,0,14,1,0,0,0,0,0,42.5853485,-83.0314379,1
0,5,0,0,1,1,0,37,0,0,0,0,0,0,42.5359375,-83.0691377,1
0,3,0,0,0,0,0,23,0,0,0,0,0,0,42.6988372,-83.0351968,1
0,7,0,0,0,1,0,76,1,0,0,0,0,0,42.5506414,-83.0672197,1
0,6,0,0,0,0,0,8,1,0,0,0,0,0,42.6109497,-82.9914393,1
0,6,1,0,1,0,0,217,19,0,0,0,0,0,42.468813,-83.3957246,1
0,43,0,0,2,0,0,23,34,0,0,0,0,0,42.4612576,-83.1228059,1
0,3,0,0,0,0,0,49,8,0,0,0,0,0,42.5100512,-82.9368476,1
0,7,5,0,0,0,0,0,0,0,0,0,0,0,42.5755312,-83.3627018,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.6569887,-82.9380136,1
0,5,0,0,0,0,0,6,0,0,0,0,0,0,42.5512351,-83.0090157,1
0,4,0,0,0,0,0,18,3,0,0,0,0,0,42.427126,-83.3167915,1
0,1,0,0,0,0,0,0,1,0,0,0,0,0,42.4641882,-82.9855822,1
0,4,0,0,0,0,0,19,1,0,0,0,0,0,42.6426063,-82.955247,1
0,2,0,0,1,1,1,55,1,0,0,0,0,0,42.5080567,-82.9879355,1
0,12,0,0,0,0,0,29,20,0,0,0,0,0,42.5251644,-82.9176736,1
0,1,0,0,0,0,0,2,1,0,0,0,0,0,42.4617021,-83.0550361,1
0,1,0,0,0,1,1,2,0,0,0,0,0,0,42.6070508,-83.0901112,1
0,5,0,0,0,0,0,7,11,0,0,0,0,0,42.4903646,-83.1139381,1
0,0,0,0,0,0,0,0,2,0,0,0,0,0,42.6106486,-83.0322672,1
0,2,0,1,0,0,2,24,3,0,0,0,0,0,42.6237342,-83.9767781,1
0,4,0,0,0,0,0,78,0,0,0,0,0,0,42.2726968,-83.4866912,1
0,5,0,0,0,0,0,0,8,0,0,0,0,0,42.5067235,-83.7633594,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5160644,-83.7197475,1
0,7,0,0,0,0,0,9,1,0,0,0,0,0,42.4006804,-83.3340775,1
0,0,0,0,0,0,4,0,0,0,0,0,0,0,42.2093138,-83.3259553,1
0,0,0,0,0,0,0,45,0,0,0,0,0,0,42.1691976,-83.2278747,1
0,9,0,0,0,0,0,93,0,0,0,0,0,0,42.1979499,-83.268831,1
0,5,0,0,2,0,0,15,3,0,0,0,0,0,42.8828246,-85.6068903,1
0,7,0,0,1,0,0,7,5,0,0,0,0,0,42.988748,-85.6886181,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,42.946616,-85.5552892,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,42.9284817,-85.6983364,1
0,0,0,0,0,0,0,1,2,0,0,0,0,0,42.9209197,-85.7247029,1
0,18,0,0,2,0,0,28,7,0,0,0,0,0,42.6793129,-83.230233,1
0,4,0,0,0,0,0,0,4,0,0,0,0,0,42.560141,-82.9639572,1
0,2,0,0,0,0,0,0,0,0,0,0,0,0,42.5646324,-83.0498554,1
0,3,0,0,0,0,0,16,2,0,0,0,0,0,42.6095123,-83.0521629,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,42.5747848,-82.988203,1
0,0,0,0,0,0,0,11,0,0,0,0,0,0,42.4792069,-82.9808374,1
0,3,0,0,1,0,0,46,0,0,0,0,0,0,42.508749,-82.9587266,1
0,2,0,0,0,0,0,33,0,0,0,0,0,0,42.4797927,-82.926549,1
0,1,0,0,0,0,0,11,0,0,0,0,0,0,42.4798206,-82.9677575,1
0,2,0,0,0,0,0,40,1,0,0,0,0,0,42.4870286,-82.9387815,1
0,0,0,0,1,0,0,90,3,0,0,1,0,0,42.4775149,-83.0465282,1
0,0,0,0,0,0,0,10,0,0,0,0,0,0,42.4807456,-82.888806,1
0,1,1,0,0,0,0,10,0,0,0,0,0,0,42.4603397,-82.8824212,1
0,4,0,0,0,0,0,13,1,0,0,0,0,0,42.5026973,-82.9341454,1
0,0,0,0,1,0,0,4,1,0,0,0,0,0,42.575737,-83.011066,1
0,5,0,0,0,1,0,24,12,0,0,0,0,0,42.4911898,-83.084579,1
0,4,0,0,2,0,1,50,5,0,0,1,0,0,42.4704961,-83.0264698,1
0,1,0,0,0,0,0,29,1,0,0,0,0,0,42.4554896,-82.9130343,1
0,6,0,0,0,0,0,18,8,0,0,0,0,0,42.5218424,-83.0084982,1
0,3,0,0,0,0,0,26,1,0,0,0,0,0,42.5622403,-83.1075632,1
0,0,0,0,1,0,0,2,1,0,0,0,0,0,42.4951132,-82.9071393,1
0,3,0,0,0,0,0,1,0,0,0,0,0,0,42.4651984,-82.967063,1
0,4,0,0,0,0,0,0,3,0,0,0,0,0,42.531985,-82.8880491,1
0,1,0,0,0,1,1,72,3,0,0,0,0,0,42.4913723,-83.0071095,1
0,9,0,0,0,3,0,12,4,0,0,0,0,0,42.5075139,-83.0862566,1
0,10,0,0,0,0,1,40,17,0,0,0,0,0,42.5315487,-82.9288631,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.8815178,-83.3956826,1
0,11,0,0,0,0,0,36,18,0,0,0,0,0,43.2128059,-86.2706452,1
0,6,0,6,1,1,0,60,6,0,0,0,0,0,42.5190375,-83.1262457,1
0,16,0,0,1,7,1,37,4,0,0,0,0,0,42.5027183,-83.1957122,1
0,25,0,0,0,0,2,302,25,0,0,0,0,0,42.5486109,-83.1661162,1
0,18,1,0,0,0,1,62,40,0,0,0,0,0,42.5129149,-83.3586564,1
0,7,0,0,0,7,1,57,48,0,0,0,0,0,42.5171809,-83.2032535,1
0,13,0,0,0,0,2,224,3,0,0,0,0,0,42.5318668,-83.1660459,1
0,11,0,2,0,0,0,62,5,0,0,0,0,0,42.5764877,-83.1674535,1
0,36,0,3,1,1,0,239,32,0,0,0,0,0,42.5602663,-83.1677996,1
0,39,0,0,2,0,0,42,20,0,0,0,0,0,42.4606124,-83.1474636,1
0,22,0,8,1,0,0,45,1,0,0,0,0,0,42.5341132,-83.1363014,1
0,0,0,0,0,0,0,28,12,0,0,0,0,0,42.4851455,-83.3183628,1
0,5,0,0,2,0,0,24,18,0,0,0,0,0,42.4875601,-83.1838402,1
0,1,0,0,0,0,0,60,4,0,0,0,0,0,42.4814484,-83.2008619,1
0,12,0,0,0,0,0,1,0,0,0,0,0,0,42.6415156,-83.132691,1
0,5,0,0,0,14,2,26,40,0,0,0,0,0,42.4556977,-83.3375423,1
0,17,0,9,1,1,0,89,7,0,0,0,0,0,42.5269875,-83.1062306,1
0,0,0,0,0,0,1,8,4,0,0,0,0,0,42.4873478,-83.261828,1
0,3,0,0,0,0,0,0,1,0,0,0,0,0,42.5929477,-83.1090395,1
0,15,0,0,0,0,0,61,0,0,0,0,0,0,42.519463,-83.1458881,1
0,16,0,0,1,0,0,135,65,0,0,0,0,0,42.4543497,-83.3763349,1
0,6,0,0,0,14,2,30,14,0,0,0,0,0,42.4410804,-83.3359158,1
0,5,0,0,0,0,0,19,5,0,0,0,0,0,42.5001975,-83.1253493,1
0,10,0,0,0,0,0,118,14,0,0,0,0,0,42.4664911,-83.455726,1
0,4,1,0,0,0,0,88,3,0,0,0,0,0,42.3611413,-83.4115675,1
0,42,1,3,8,17,1,372,49,0,0,0,0,0,42.356016,-83.0724746,1
0,5,0,0,1,0,1,0,1,0,0,0,0,0,42.967526,-82.4319891,1
0,5,0,0,0,0,0,0,1,0,0,0,0,0,42.9679234,-82.4520143,1
0,11,0,0,0,0,0,431,6,0,0,0,0,0,42.278717,-85.649108,1
0,8,0,0,5,0,0,206,3,0,0,0,0,0,42.2811211,-85.6221928,1
0,2,0,0,0,0,0,29,1,0,0,0,0,0,42.2308942,-83.6447847,1
0,107,6,2,5,0,0,337,55,0,0,0,0,0,42.2725032,-83.7498352,1
0,114,5,3,6,7,4,351,56,0,0,0,0,0,42.2786837,-83.7411423,1
0,109,5,3,6,7,4,284,44,0,0,0,0,0,42.2746715,-83.732968,1
0,3,0,0,0,0,0,0,1,0,0,0,0,0,42.2031076,-83.5439286,1
0,7,0,0,0,0,0,49,0,0,0,0,0,0,42.3360467,-83.4892087,1
0,0,0,0,0,0,0,109,0,0,0,0,0,0,42.2847261,-83.3491554,1
0,1,0,0,0,1,0,112,0,0,0,0,0,0,42.2673422,-83.3725532,1
0,0,0,0,0,1,0,115,0,0,0,0,0,0,42.2748322,-83.3570111,1
0,1,0,0,0,0,0,40,0,0,0,0,0,0,42.3093651,-83.3648835,1
0,0,0,0,0,0,0,0,10,0,0,0,0,0,42.2501,-83.4247893,1
0,1,0,0,0,1,1,152,0,0,0,0,0,0,42.1120085,-83.2256645,1
0,2,0,0,2,0,0,31,2,0,0,0,0,0,42.3244907,-83.3499084,1
0,19,0,0,1,0,0,58,7,0,0,0,0,0,42.1401845,-83.2120695,1
0,4,0,0,0,0,0,6,36,0,0,0,0,0,42.3848359,-83.3137322,1
0,7,0,0,0,0,0,72,1,0,0,0,0,0,42.2287292,-83.1940557,1
0,1,0,0,0,0,0,7,3,0,0,0,0,0,42.2557909,-83.2414209,1
0,5,0,0,0,1,1,88,1,0,0,0,0,0,42.339727,-83.3309956,1
0,6,0,0,1,0,0,34,1,0,0,0,0,0,42.2623729,-83.1867692,1
0,10,1,1,1,0,0,121,48,0,0,0,0,0,42.3383738,-83.0215144,1
0,2,0,0,0,0,0,0,11,0,0,0,0,0,42.2689039,-83.2508968,1
0,10,0,1,0,0,0,43,13,0,0,0,0,0,42.2930732,-83.27205,1
0,5,0,0,0,0,2,223,3,0,0,0,0,0,42.3372059,-83.4685795,1
0,7,0,0,0,1,0,93,10,0,0,0,0,0,42.214207,-83.1671408,1
0,12,0,0,1,0,0,84,4,0,0,0,0,0,42.2132858,-83.2006138,1
0,1,0,0,0,0,0,2,6,0,0,0,0,0,42.2705893,-83.2313196,1
0,7,0,0,1,1,0,20,7,0,0,0,0,0,42.2488379,-83.1712752,1
0,7,0,2,1,0,0,91,1,0,0,0,0,0,42.2116396,-83.2545525,1
0,6,0,0,0,0,0,7,18,0,0,0,0,0,42.2825198,-83.2514871,1
0,7,0,0,2,0,0,117,1,0,0,0,0,0,42.1850784,-83.1981785,1
0,4,0,0,1,0,0,101,18,0,0,0,0,0,42.3058627,-83.1883577,1
0,22,0,0,1,1,0,52,7,0,0,0,0,0,42.1989107,-83.1936827,1
0,102,5,7,3,0,1,137,155,0,0,0,0,0,42.3318464,-83.0436249,1
0,1,0,0,0,0,0,61,1,0,0,0,0,0,42.3121682,-83.307964,1
0,7,0,0,1,1,1,55,3,0,0,0,0,0,42.3255409,-83.3190936,1
0,13,0,0,0,0,0,83,8,0,0,0,0,0,42.2141917,-83.1815433,1
0,6,0,1,1,0,0,55,8,0,0,0,0,0,42.2829714,-83.1862519,1
0,8,0,0,1,0,0,10,28,0,0,0,0,0,42.3691197,-83.3530469,1
0,6,0,0,0,0,0,70,17,0,0,0,0,0,42.356417,-83.3319401,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.4970758,-87.9183563,1
0,3,0,0,0,0,1,1,6,0,0,0,0,0,46.4881961,-87.3501899,1
0,3,0,0,1,0,1,16,3,0,0,0,0,0,42.4506067,-85.6739672,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,42.3792024,-85.4555592,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0569647,-85.6912966,1
0,0,0,0,1,0,1,0,0,0,0,0,0,0,41.9375389,-83.3270063,1
0,57,0,2,1,17,5,66,29,0,0,0,0,0,42.9697664,-85.6565125,1
0,6,0,0,0,1,1,0,3,0,0,0,0,0,41.9345278,-83.3893207,1
0,12,0,0,0,1,0,201,2,0,0,0,0,0,42.138854,-83.245611,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.2076225,-84.2668218,1
0,2,0,0,0,0,0,6,20,0,0,0,0,0,42.8398785,-85.531544,1
0,2,0,0,0,0,0,21,2,0,0,0,0,0,42.2988803,-85.1899775,1
0,0,0,0,0,0,1,0,1,0,0,0,0,0,42.2454687,-85.5304492,1
0,0,0,0,1,2,1,4,25,0,0,0,0,0,43.4198124,-83.9256409,1
0,1,0,1,0,0,0,62,13,0,0,0,0,0,43.6105387,-84.1744284,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.871313,-86.299,1
0,1,0,0,0,0,0,32,2,0,0,0,0,0,42.2305007,-85.6100329,1
0,5,0,1,0,0,3,25,1,0,0,0,0,0,42.2496668,-85.5596217,1
0,0,0,0,0,0,1,0,1,0,0,0,0,0,42.245175,-85.5304554,1
0,3,0,0,0,0,0,0,7,0,0,0,0,0,43.0510202,-85.6533698,1
0,1,0,0,0,0,0,85,1,0,0,0,0,0,42.208389,-83.679023,1
0,1,0,0,0,0,0,22,1,0,0,0,0,0,42.2607092,-83.6026435,1
0,1,0,0,0,0,1,1,0,0,0,0,0,0,42.6758081,-82.7540903,1
0,6,0,0,0,0,0,72,3,0,0,0,0,0,42.2239292,-83.1576996,1
0,7,0,0,0,1,0,54,6,0,0,0,0,0,42.1847932,-83.1799383,1
0,4,0,0,0,0,1,1,14,0,0,0,0,0,45.6281129,-84.4781093,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.2305224,-84.5439104,1
0,2,0,0,1,0,0,0,0,0,0,0,0,0,42.059287,-83.392907,1
0,3,0,0,0,0,0,33,0,0,0,0,0,0,42.6554085,-83.032795,1
0,3,0,0,1,0,0,109,1,0,0,0,0,0,42.2126344,-83.2679056,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.3227036,-85.0699635,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.1826232,-84.7981615,1
0,5,0,0,1,0,0,61,0,0,0,0,0,0,42.4939868,-83.027142,1
0,19,3,0,0,0,0,190,47,0,0,0,0,0,42.260417,-83.730209,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0838546,-83.3084966,1
0,2,0,1,0,0,0,110,23,0,0,0,0,0,42.3966132,-83.1018933,1
0,7,0,1,0,0,0,52,4,0,0,0,0,0,42.2980167,-83.2853154,1
